illian,migrt
42431487,20190712
42434147,20190705
42435314,20190604
42440315,20190628
42440651,20190604
42443603,20190801
42448113,20190727
42451507,20190711
42452400,20190701
42454827,20190801
42455395,20190801
42459666,20190718
42480263,20190602
42481344,20190507
42482249,20190629
42485676,20190731
42487161,20190601
42488264,20190702
42489613,20190718
42491981,20190711
42497435,20190802
42500600,20190811
42501422,20190801
42519262,20190526
42520489,20190701
42524735,20190706
42528724,20190524
42530809,20190602
42534043,20190702
42538902,20190704
42542080,20190601
42543621,20190601
42546029,20190812
42547753,20190503
42547910,20190606
42558898,20190801
42562194,20190504
42576195,20190603
42580420,20190615
42580456,20190609
42584354,20190622
42586366,20190802
42594657,20190727
42595155,20190619
42611696,20190616
42612147,20190804
42623217,20190605
42625234,20190702
42628273,20190818
42628515,20190701
42629161,20190611
42637193,20190801
42637225,20190804
42640830,20190706
42643483,20190801
42651227,20190603
42654632,20190701
42655785,20190813
42656794,20190705
42657137,20190601
42659277,20190801
42662561,20190601
42663161,20190804
42664807,20190707
42667476,20190619
42670799,20190810
42681941,20190801
42688015,20190710
42688200,20190602
42693459,20190719
42698642,20190804
42700345,20190707
42707881,20190703
42709485,20190630
42728905,20190702
42739144,20190601
42752348,20190701
42754490,20190710
42760174,20190802
42769292,20190708
42772135,20190701
42773563,20190608
42779213,20190729
42782061,20190601
42784245,20190628
42790680,20190701
42794001,20190801
42798445,20190701
42811134,20190506
42814301,20190820
42814439,20190720
42814967,20190614
42827950,20190710
42829287,20190501
42831358,20190715
42858448,20190702
42859177,20190713
42860262,20190808
42877246,20190601
42879691,20190815
42883097,20190604
42886836,20190601
42892363,20190713
42894209,20190603
42898787,20190601
42900409,20190716
42901063,20190610
42902177,20190517
42903898,20190701
42912833,20190702
42924378,20190617
42924622,20190601
42925543,20190610
42931651,20190810
42933081,20190705
42936068,20190801
42937284,20190802
42940754,20190804
42942460,20190711
42945861,20190717
42946267,20190701
42946413,20190801
42948300,20190709
42949981,20190608
42956333,20190717
42963463,20190708
42968761,20190602
42970040,20190710
42971254,20190514
42975651,20190601
42976400,20190716
42979742,20190809
42981909,20190820
42984148,20190709
42999786,20190629
43000632,20190704
43002607,20190701
43010959,20190611
43012967,20190703
43013003,20190706
43014219,20190811
43020771,20190803
43022139,20190606
43024634,20190720
43033242,20190616
43055352,20190701
43061670,20190603
43064648,20190607
43068412,20190726
43074090,20190728
43079274,20190812
43085623,20190731
43086606,20190701
43089337,20190526
43089931,20190610
43090771,20190601
43099481,20190701
43104651,20190622
43107496,20190708
43112427,20190722
43116953,20190605
43138620,20190630
43140538,20190528
43151542,20190809
43151559,20190801
43154327,20190703
43154962,20190801
43155134,20190702
43157660,20190531
43157865,20190701
43161310,20190610
43166309,20190603
43169333,20190601
43172083,20190701
43174502,20190501
43184842,20190809
43189769,20190803
43189921,20190704
43190492,20190602
43193441,20190619
43194172,20190713
43194841,20190601
43197642,20190601
43201204,20190802
43204227,20190808
43204318,20190627
43214997,20190804
43216871,20190604
43222234,20190603
43224340,20190611
43225445,20190705
43225448,20190601
43225770,20190706
43228974,20190519
43230589,20190505
43233238,20190601
43239800,20190709
43240344,20190712
43249008,20190601
43257232,20190704
43281734,20190602
43283109,20190704
43284128,20190601
43285496,20190622
43298406,20190603
43301779,20190601
43308771,20190714
43315028,20190801
43321981,20190615
43328251,20190710
43332304,20190713
43339331,20190702
43343689,20190706
43344158,20190704
43345948,20190729
43362206,20190701
43371453,20190701
43374763,20190710
43376434,20190602
43379405,20190727
43381559,20190804
43388278,20190512
43390180,20190726
43393797,20190529
43398777,20190713
43404787,20190520
43406731,20190706
43407232,20190720
43409359,20190819
43420162,20190802
43424489,20190701
43425462,20190608
43427266,20190801
43435357,20190601
43439063,20190703
43439880,20190616
43440183,20190701
43442482,20190601
43445946,20190708
43446287,20190717
43447214,20190729
43447986,20190814
43451170,20190521
43455656,20190604
43465620,20190620
43465926,20190711
43466279,20190526
43473396,20190729
43473484,20190708
43480050,20190701
43483055,20190707
43484144,20190601
43498004,20190516
43503222,20190704
43504268,20190701
43507861,20190709
43509673,20190713
43511891,20190601
43514068,20190702
43515858,20190815
43519802,20190521
43521692,20190724
43523884,20190716
43526399,20190721
43527109,20190818
43530935,20190615
43531182,20190713
43536733,20190801
43538325,20190811
43538445,20190713
43542063,20190607
43557192,20190721
43564974,20190615
43574721,20190701
43578029,20190601
43581236,20190602
43586648,20190701
43591053,20190804
43592682,20190813
43596882,20190726
43601598,20190713
43604153,20190701
43609336,20190801
43609532,20190602
43613633,20190711
43614633,20190801
43615845,20190601
43618349,20190801
43618374,20190717
43619714,20190512
43624315,20190801
43624746,20190803
43629304,20190806
43632207,20190701
43638690,20190707
43641157,20190614
43641198,20190801
43641666,20190615
43645793,20190701
43647845,20190703
43648814,20190601
43649434,20190801
43649705,20190703
43653499,20190803
43658577,20190622
43660403,20190708
43665430,20190811
43667205,20190720
43667222,20190601
43670905,20190701
43680275,20190628
43687482,20190704
43689251,20190527
43690416,20190728
43691639,20190804
43702395,20190507
43704187,20190806
43705969,20190801
43712776,20190701
43717287,20190602
43717911,20190813
43720213,20190526
43723261,20190520
43724535,20190510
43724955,20190818
43725935,20190804
43726531,20190615
43732519,20190711
43735101,20190503
43740857,20190601
43741048,20190803
43743733,20190801
43752092,20190715
43752179,20190505
43755353,20190701
43758784,20190710
43775654,20190601
43776350,20190601
43785065,20190703
43788753,20190509
43794606,20190708
43804193,20190701
43805865,20190609
43821221,20190528
43825596,20190807
43827826,20190723
43828806,20190803
43831387,20190602
43832770,20190728
43833948,20190501
43839819,20190604
43843096,20190801
43857271,20190521
43858382,20190519
43862445,20190814
43876908,20190521
43878830,20190601
43881271,20190828
43883341,20190514
43884986,20190625
43886240,20190719
43886273,20190803
43888924,20190801
43889059,20190615
43894267,20190604
43894626,20190801
43901631,20190713
43903884,20190616
43908142,20190702
43919638,20190531
43919921,20190803
43921403,20190709
43922178,20190601
43924611,20190709
43925634,20190701
43928546,20190525
43929030,20190601
43929734,20190515
43935842,20190603
43947690,20190720
43949754,20190604
43953912,20190701
43955187,20190707
43955899,20190629
43956619,20190818
43956923,20190606
43958183,20190729
43959147,20190801
43971211,20190715
43972947,20190802
43977483,20190701
43979256,20190716
43980979,20190605
43982273,20190622
43985880,20190702
43992550,20190802
43995890,20190718
43997352,20190608
44003611,20190803
44005952,20190701
44005980,20190709
44008654,20190807
44017777,20190603
44021957,20190703
44023396,20190623
44028274,20190703
44029422,20190601
44029780,20190701
44036846,20190514
44038161,20190607
44041552,20190702
44045472,20190518
44045535,20190727
44052568,20190705
44056586,20190702
44061142,20190804
44072548,20190604
44080154,20190710
44080512,20190721
44081106,20190623
44081176,20190701
44084022,20190801
44084037,20190605
44094321,20190805
44096780,20190628
44097507,20190629
44098567,20190721
44107598,20190713
44114640,20190717
44132051,20190519
44135650,20190614
44143131,20190504
44144987,20190602
44145404,20190605
44148035,20190717
44161436,20190801
44162684,20190623
44164211,20190715
44169634,20190804
44173247,20190713
44175633,20190701
44177209,20190701
44186864,20190709
44206898,20190812
44208918,20190808
44209167,20190601
44209643,20190601
44210501,20190625
44210594,20190719
44214823,20190701
44218750,20190713
44222860,20190602
44228173,20190601
44228914,20190601
44229955,20190801
44241718,20190512
44242845,20190514
44243629,20190501
44252348,20190712
44255363,20190810
44262246,20190725
44264058,20190724
44268195,20190601
44271853,20190720
44272024,20190606
44274480,20190605
44277726,20190607
44279296,20190711
44289707,20190605
44290823,20190622
44293904,20190513
44295701,20190624
44299450,20190602
44299477,20190529
44300422,20190702
44308960,20190801
44316127,20190702
44316586,20190801
44320014,20190628
44320625,20190622
44328046,20190524
44328578,20190709
44336812,20190602
44341693,20190801
44349001,20190601
44352178,20190710
44357589,20190518
44359091,20190701
44361867,20190616
44366821,20190619
44371114,20190804
44375388,20190602
44382641,20190716
44383589,20190703
44385342,20190728
44391297,20190703
44392216,20190601
44394125,20190527
44394617,20190701
44401366,20190712
44405329,20190707
44406337,20190601
44406492,20190704
44407406,20190601
44408075,20190704
44408573,20190801
44411621,20190818
44418144,20190701
44418307,20190707
44421540,20190702
44425226,20190601
44432155,20190605
44432331,20190701
44436222,20190707
44440747,20190601
44445404,20190802
44447589,20190717
44455026,20190607
44458388,20190706
44466201,20190801
44472842,20190719
44474535,20190719
44475557,20190809
44482753,20190811
44482846,20190702
44483950,20190708
44485053,20190601
44488899,20190601
44489010,20190730
44493110,20190528
44500063,20190709
44500777,20190810
44501802,20190707
44505827,20190601
44507466,20190703
44508421,20190528
44514602,20190710
44515666,20190702
44519199,20190801
44534156,20190810
44540046,20190801
44541180,20190601
44544495,20190628
44551514,20190710
44554396,20190713
44555039,20190729
44559787,20190809
44561674,20190601
44565937,20190810
44568259,20190526
44568318,20190601
44571306,20190516
44571545,20190601
44572827,20190703
44575884,20190701
44576250,20190701
44578265,20190701
44578323,20190713
44587366,20190601
44589352,20190609
44598257,20190601
44604935,20190620
44610084,20190726
44612308,20190608
44619466,20190701
44631001,20190622
44632214,20190804
44635234,20190722
44639833,20190516
44641034,20190702
44641595,20190712
44643734,20190606
44649215,20190615
44661428,20190601
44664219,20190801
44665252,20190609
44666133,20190606
44678748,20190701
44681397,20190720
44699663,20190711
44702640,20190519
44712293,20190603
44715478,20190629
44719467,20190707
44726781,20190706
44730344,20190601
44732695,20190715
44733284,20190801
44737318,20190620
44740900,20190801
44746556,20190703
44751678,20190817
44756274,20190708
44758452,20190806
44760169,20190801
44762413,20190801
44763346,20190801
44768134,20190802
44768934,20190606
44773493,20190718
44774974,20190729
44777024,20190704
44778935,20190804
44786780,20190705
44787087,20190801
44793351,20190701
44807045,20190701
44807889,20190506
44808398,20190801
44815183,20190627
44815925,20190604
44819371,20190809
44820625,20190607
44821724,20190704
44824157,20190701
44824899,20190817
44825463,20190701
44829650,20190601
44832444,20190702
44835393,20190710
44840365,20190601
44847284,20190701
44854377,20190601
44858746,20190720
44871178,20190801
44875175,20190604
44876821,20190802
44880227,20190801
44884427,20190628
44886338,20190812
44896492,20190717
44901010,20190827
44910752,20190701
44911398,20190615
44921082,20190709
44921664,20190714
44921822,20190803
44922957,20190519
44926777,20190729
44930902,20190804
44939925,20190615
44941184,20190804
44961322,20190701
44963147,20190801
44966925,20190603
44968482,20190801
44969871,20190531
44971312,20190627
44976914,20190601
44978164,20190605
44985751,20190526
44994547,20190714
44995099,20190723
44996699,20190613
44998900,20190601
44999554,20190521
45000262,20190701
45007690,20190702
45011305,20190701
45011641,20190601
45014055,20190801
45014074,20190602
45015672,20190707
45020267,20190513
45024031,20190801
45026334,20190701
45039716,20190601
45042103,20190801
45042148,20190710
45043980,20190701
45048110,20190701
45052062,20190701
45059492,20190618
45059806,20190727
45065100,20190624
45065462,20190715
45074991,20190623
45077712,20190801
45080709,20190811
45084379,20190601
45090499,20190602
45094053,20190520
45094772,20190715
45096949,20190704
45098511,20190602
45100451,20190708
45101668,20190616
45105866,20190720
45108190,20190627
45108386,20190622
45109386,20190721
45109664,20190712
45115167,20190601
45116460,20190702
45121072,20190606
45124246,20190504
45127197,20190803
45128448,20190518
45131683,20190801
45132412,20190629
45135914,20190608
45138357,20190601
45139548,20190711
45146670,20190610
45149071,20190523
45149648,20190629
45151055,20190607
45151474,20190603
45154742,20190701
45157703,20190806
45158689,20190725
45164528,20190712
45172512,20190513
45172735,20190714
45175702,20190724
45180852,20190601
45193260,20190611
45202529,20190706
45208199,20190701
45210176,20190719
45213317,20190620
45224747,20190604
45227144,20190804
45230220,20190801
45234938,20190508
45235740,20190701
45242750,20190602
45244772,20190611
45250652,20190630
45252981,20190804
45253674,20190622
45258062,20190701
45262007,20190601
45266022,20190609
45266389,20190709
45267266,20190801
45267664,20190703
45268294,20190606
45272338,20190611
45274497,20190719
45277274,20190601
45278313,20190801
45279398,20190703
45284095,20190603
45296558,20190710
45298037,20190729
45298135,20190601
45298498,20190601
45311183,20190601
45320069,20190518
45320227,20190730
45320484,20190802
45326091,20190702
45335035,20190801
45336214,20190601
45337486,20190701
45338240,20190714
45344970,20190606
45345685,20190607
45345698,20190701
45348243,20190703
45349241,20190604
45351723,20190701
45353849,20190601
45355941,20190801
45362979,20190601
45367315,20190601
45372655,20190803
45375076,20190608
45377018,20190727
45378655,20190817
45390439,20190705
45395960,20190801
45404833,20190812
45405163,20190617
45408418,20190508
45413293,20190606
45416486,20190518
45419103,20190804
45420178,20190727
45421746,20190713
45425756,20190804
45428378,20190603
45435337,20190726
45437378,20190611
45439184,20190803
45444067,20190731
45445627,20190623
45446097,20190609
45453704,20190702
45461506,20190703
45467049,20190720
45468823,20190613
45477340,20190629
45489367,20190801
45494294,20190701
45494785,20190606
45494863,20190709
45496559,20190615
45499997,20190803
45507115,20190801
45510599,20190810
45511223,20190801
45512256,20190601
45522882,20190801
45523310,20190602
45524388,20190601
45525861,20190710
45526269,20190526
45532543,20190625
45544525,20190710
45545902,20190702
45548768,20190701
45550400,20190702
45554586,20190601
45557457,20190717
45559577,20190705
45562066,20190609
45564356,20190519
45566992,20190703
45567956,20190801
45573764,20190717
45576649,20190802
45578833,20190803
45585512,20190601
45596336,20190801
45617474,20190616
45627696,20190803
45635904,20190601
45637561,20190704
45650778,20190801
45653280,20190507
45653776,20190616
45662131,20190817
45667324,20190505
45674136,20190603
45674685,20190613
45675641,20190603
45676143,20190701
45676737,20190611
45680843,20190512
45695998,20190705
45696176,20190706
45700089,20190512
45702252,20190521
45704298,20190507
45704418,20190601
45707746,20190713
45710519,20190706
45714848,20190804
45716554,20190607
45721018,20190601
45721563,20190801
45732976,20190711
45735043,20190705
45739908,20190805
45740166,20190728
45740846,20190701
45741833,20190601
45743247,20190730
45749824,20190617
45756757,20190712
45758807,20190607
45760998,20190701
45761646,20190706
45763325,20190804
45766988,20190706
45767824,20190709
45767991,20190604
45768648,20190713
45775967,20190622
45785942,20190613
45792503,20190612
45792846,20190801
45794570,20190703
45796652,20190803
45798473,20190803
45799828,20190704
45801964,20190727
45804734,20190803
45814546,20190531
45817412,20190624
45818931,20190803
45819038,20190701
45830133,20190803
45832709,20190702
45836446,20190701
45836728,20190801
45837865,20190801
45839204,20190601
45840036,20190802
45841995,20190604
45844951,20190704
45848506,20190717
45851217,20190720
45866102,20190701
45868412,20190701
45874195,20190630
45880293,20190518
45883036,20190608
45883254,20190606
45887558,20190620
45888747,20190802
45891136,20190716
45892829,20190519
45898016,20190701
45901459,20190511
45902068,20190601
45902168,20190607
45904468,20190607
45906098,20190601
45921122,20190707
45921477,20190812
45928921,20190604
45933339,20190801
45936606,20190725
45942977,20190812
45944409,20190802
45963454,20190605
45966907,20190604
45969089,20190701
45975625,20190512
45977235,20190805
45977588,20190702
45991164,20190701
46001669,20190601
46001701,20190713
46001830,20190706
46013600,20190702
46015112,20190605
46015745,20190801
46016089,20190802
46017686,20190601
46021194,20190801
46021360,20190726
46022270,20190819
46028493,20190715
46030981,20190609
46031977,20190801
46037989,20190705
46043205,20190804
46044682,20190511
46048085,20190801
46051218,20190801
46056395,20190505
46061622,20190801
46063563,20190601
46064692,20190606
46071284,20190719
46071346,20190611
46071591,20190712
46076961,20190520
46083592,20190701
46089006,20190512
46089229,20190728
46091937,20190526
46094315,20190602
46097245,20190625
46101700,20190701
46102036,20190629
46105389,20190701
46107519,20190703
46110591,20190501
46110808,20190801
46111108,20190801
46111270,20190705
46115705,20190702
46118771,20190508
46121623,20190530
46121800,20190614
46122176,20190702
46122976,20190802
46125029,20190705
46132281,20190719
46133282,20190804
46135129,20190607
46137124,20190708
46140543,20190624
46145484,20190616
46148094,20190613
46153069,20190610
46153164,20190728
46154624,20190601
46157765,20190601
46162309,20190724
46166444,20190601
46167336,20190630
46168817,20190606
46173872,20190619
46177003,20190604
46181238,20190722
46183912,20190604
46184966,20190711
46187887,20190618
46191159,20190601
46191917,20190603
46194432,20190604
46203460,20190602
46206548,20190604
46209377,20190711
46212468,20190602
46230157,20190702
46233116,20190711
46236829,20190502
46237561,20190601
46244752,20190701
46251461,20190706
46259651,20190522
46272782,20190701
46276039,20190616
46276534,20190809
46278869,20190617
46279110,20190615
46286816,20190610
46287767,20190801
46296636,20190613
46304893,20190701
46308353,20190801
46309126,20190801
46312965,20190714
46315594,20190710
46319712,20190713
46329932,20190714
46333675,20190801
46334284,20190801
46338981,20190712
46339668,20190615
46339948,20190601
46341003,20190711
46341440,20190801
46346578,20190803
46346676,20190603
46349081,20190706
46353097,20190806
46360118,20190601
46365758,20190622
46375905,20190801
46376896,20190711
46377422,20190601
46379828,20190609
46390106,20190701
46396384,20190806
46397408,20190701
46401552,20190623
46401919,20190604
46403747,20190527
46405691,20190802
46413071,20190725
46414295,20190521
46421419,20190805
46433926,20190621
46441836,20190701
46449273,20190707
46450637,20190725
46453793,20190807
46461185,20190605
46464688,20190607
46465474,20190501
46465628,20190702
46466185,20190801
46476840,20190716
46494493,20190719
46496220,20190702
46497062,20190709
46497249,20190629
46498736,20190802
46503042,20190601
46503524,20190601
46506779,20190609
46511762,20190524
46521053,20190621
46521809,20190617
46522348,20190601
46526956,20190720
46534367,20190623
46548055,20190804
46549680,20190606
46554025,20190811
46559974,20190726
46565660,20190730
46567386,20190801
46567930,20190801
46568019,20190803
46568065,20190601
46570899,20190505
46573903,20190528
46578225,20190608
46584512,20190803
46587636,20190701
46590260,20190510
46590449,20190802
46596996,20190802
46601978,20190614
46606019,20190601
46606516,20190707
46610342,20190801
46610364,20190706
46614479,20190712
46614830,20190830
46615410,20190701
46620172,20190611
46621506,20190708
46621795,20190803
46629895,20190731
46637294,20190702
46638302,20190815
46641597,20190728
46643241,20190626
46646781,20190601
46652295,20190603
46666777,20190705
46669439,20190810
46676340,20190722
46679675,20190610
46679693,20190616
46685867,20190607
46693379,20190602
46693585,20190810
46700750,20190507
46709659,20190606
46711525,20190701
46711553,20190730
46714879,20190705
46719393,20190622
46725075,20190801
46730491,20190801
46739232,20190629
46743238,20190601
46748166,20190602
46748576,20190731
46748592,20190607
46749009,20190601
46767912,20190601
46769291,20190722
46779273,20190609
46780412,20190611
46780452,20190602
46781020,20190601
46793165,20190525
46795980,20190513
46796744,20190720
46797140,20190801
46810947,20190527
46817530,20190601
46821574,20190728
46822684,20190702
46823589,20190613
46828186,20190813
46830201,20190701
46837656,20190614
46838150,20190615
46857225,20190802
46861987,20190703
46868669,20190527
46869528,20190802
46880882,20190504
46881855,20190725
46889399,20190701
46900418,20190626
46905949,20190817
46910460,20190615
46920312,20190814
46943715,20190707
46949850,20190702
46951320,20190601
46955494,20190708
46956537,20190802
46960006,20190801
46964592,20190630
46968086,20190803
46972677,20190601
46974099,20190808
46975475,20190504
46976404,20190703
46987711,20190710
46988216,20190522
46992033,20190601
46993243,20190616
46994241,20190601
46997338,20190511
46997859,20190702
47003420,20190601
47010833,20190716
47011965,20190601
47013901,20190705
47017668,20190707
47026030,20190509
47031858,20190630
47048648,20190601
47052325,20190801
47059109,20190601
47060447,20190603
47063940,20190528
47067452,20190701
47073519,20190810
47075555,20190605
47079239,20190603
47082690,20190702
47086679,20190804
47086835,20190519
47090939,20190801
47096797,20190606
47097350,20190511
47097472,20190613
47100357,20190729
47102511,20190607
47108195,20190604
47109556,20190614
47110116,20190706
47110799,20190811
47112362,20190711
47113794,20190801
47129937,20190703
47140675,20190704
47144146,20190603
47144428,20190805
47148224,20190721
47150119,20190813
47150536,20190713
47152323,20190720
47154782,20190602
47156379,20190614
47158057,20190702
47165969,20190610
47175693,20190701
47176329,20190504
47178755,20190619
47178833,20190601
47189427,20190604
47192101,20190601
47193229,20190504
47194754,20190818
47194834,20190721
47195136,20190604
47196420,20190710
47208364,20190807
47244004,20190813
47245042,20190617
47248150,20190520
47251139,20190802
47253012,20190701
47253953,20190701
47255747,20190719
47256662,20190723
47257352,20190726
47260178,20190601
47261263,20190511
47267679,20190701
47269604,20190602
47271989,20190529
47283885,20190706
47290083,20190603
47298922,20190601
47301218,20190630
47301734,20190607
47305286,20190715
47308656,20190725
47310938,20190801
47320606,20190801
47323072,20190722
47326444,20190701
47328202,20190604
47345368,20190801
47349104,20190626
47355456,20190619
47359356,20190811
47360037,20190601
47361536,20190704
47368936,20190706
47371033,20190519
47371138,20190706
47372252,20190701
47379090,20190701
47388914,20190802
47391802,20190801
47394169,20190811
47394808,20190801
47395666,20190701
47401241,20190525
47403124,20190714
47416388,20190702
47419560,20190703
47421176,20190706
47424556,20190709
47425561,20190731
47432149,20190616
47436799,20190702
47437886,20190701
47445351,20190525
47447155,20190725
47449043,20190801
47449486,20190708
47449721,20190601
47453138,20190609
47459223,20190601
47459624,20190606
47464106,20190608
47469246,20190804
47471798,20190601
47480088,20190601
47481834,20190713
47483785,20190602
47484180,20190524
47491980,20190707
47493837,20190504
47499132,20190514
47500205,20190603
47507357,20190601
47510787,20190711
47516472,20190807
47518809,20190603
47525298,20190801
47530371,20190502
47533700,20190516
47533932,20190506
47536089,20190802
47537681,20190801
47538670,20190712
47540188,20190704
47544321,20190601
47548304,20190705
47555652,20190602
47557801,20190703
47559245,20190525
47565442,20190701
47571522,20190709
47578588,20190801
47585476,20190601
47586045,20190706
47594465,20190710
47594931,20190701
47596203,20190728
47606631,20190701
47606707,20190601
47618280,20190703
47626953,20190801
47627239,20190728
47630781,20190601
47633043,20190714
47636726,20190608
47638451,20190607
47639241,20190706
47645966,20190606
47647331,20190804
47651730,20190603
47654865,20190707
47655563,20190630
47659382,20190602
47660424,20190629
47661502,20190701
47667865,20190604
47671969,20190702
47676277,20190711
47681461,20190701
47682174,20190818
47683492,20190601
47684238,20190603
47688988,20190624
47689252,20190701
47693238,20190601
47694280,20190717
47701502,20190613
47704892,20190701
47706790,20190805
47708057,20190601
47708799,20190714
47711614,20190604
47713114,20190706
47713374,20190707
47713991,20190803
47714560,20190701
47714857,20190802
47717823,20190801
47720401,20190706
47721018,20190525
47722016,20190607
47728271,20190801
47729244,20190704
47736418,20190717
47743127,20190701
47751677,20190601
47757667,20190601
47758281,20190701
47764685,20190801
47771325,20190518
47774044,20190605
47775881,20190701
47775976,20190728
47777660,20190801
47787695,20190718
47792716,20190702
47792756,20190807
47798378,20190616
47799973,20190725
47802134,20190701
47805096,20190801
47806656,20190704
47810954,20190702
47811141,20190713
47829316,20190817
47829630,20190603
47829780,20190801
47830155,20190705
47830523,20190601
47834282,20190515
47835543,20190720
47837850,20190601
47844144,20190810
47849058,20190708
47863603,20190606
47865424,20190817
47865605,20190622
47870657,20190601
47872333,20190802
47872390,20190609
47875426,20190603
47879898,20190618
47881730,20190726
47882084,20190802
47886857,20190605
47894542,20190615
47896165,20190701
47899617,20190601
47907608,20190526
47913823,20190510
47925086,20190711
47932773,20190520
47936939,20190606
47938289,20190701
47939316,20190701
47939707,20190623
47940448,20190816
47941573,20190728
47942245,20190817
47946420,20190804
47956010,20190513
47956010,20190513
47960674,20190722
47960929,20190702
47961564,20190602
47982178,20190716
47985974,20190602
47989218,20190801
47996908,20190802
47999218,20190602
48005239,20190622
48009326,20190705
48010030,20190806
48014209,20190708
48018368,20190701
48019158,20190712
48020833,20190801
48022093,20190801
48025356,20190514
48026476,20190805
48027379,20190810
48032393,20190811
48032484,20190601
48037403,20190514
48037731,20190614
48043001,20190801
48056442,20190513
48057282,20190622
48061116,20190611
48065245,20190806
48066503,20190604
48073286,20190801
48073990,20190702
48079838,20190626
48085854,20190702
48086008,20190601
48086024,20190615
48086371,20190728
48087176,20190705
48091186,20190710
48092923,20190801
48093856,20190707
48094753,20190804
48095068,20190612
48096079,20190801
48098928,20190528
48101286,20190701
48107244,20190603
48114398,20190802
48126090,20190525
48127675,20190523
48135910,20190620
48141700,20190602
48142086,20190813
48142867,20190611
48144305,20190706
48147216,20190703
48148546,20190601
48156932,20190803
48163139,20190703
48164991,20190712
48167488,20190701
48168817,20190803
48170513,20190614
48179328,20190806
48183129,20190813
48184364,20190804
48185698,20190523
48186729,20190527
48189512,20190701
48190287,20190701
48197405,20190615
48198601,20190801
48203693,20190508
48208297,20190601
48214128,20190715
48216850,20190714
48217593,20190519
48219019,20190607
48226503,20190707
48227498,20190627
48228214,20190507
48230420,20190701
48230472,20190715
48231513,20190801
48232705,20190601
48236130,20190601
48238679,20190705
48241848,20190803
48247533,20190703
48247751,20190612
48253667,20190803
48254880,20190513
48259184,20190520
48274312,20190713
48283959,20190619
48284319,20190802
48290640,20190710
48294595,20190603
48296931,20190621
48296940,20190729
48300480,20190811
48301272,20190615
48310137,20190720
48314197,20190802
48321993,20190505
48325661,20190601
48325672,20190801
48326570,20190515
48330354,20190609
48344124,20190709
48347933,20190608
48348807,20190730
48349962,20190702
48355888,20190803
48358455,20190714
48370630,20190703
48376806,20190710
48390579,20190709
48407226,20190630
48408420,20190803
48411514,20190805
48418151,20190809
48422423,20190524
48437843,20190804
48439523,20190803
48449027,20190601
48461109,20190525
48462419,20190730
48466534,20190805
48467651,20190603
48467842,20190602
48467921,20190613
48471722,20190702
48478714,20190601
48481246,20190801
48485036,20190707
48489254,20190702
48491436,20190606
48492342,20190705
48492864,20190801
48493467,20190511
48505752,20190604
48517293,20190607
48524599,20190814
48528110,20190718
48528970,20190718
48529439,20190704
48533313,20190805
48536234,20190812
48544598,20190601
48550000,20190702
48566748,20190701
48566954,20190621
48567806,20190720
48569669,20190515
48570728,20190601
48574386,20190702
48576296,20190704
48578188,20190607
48579135,20190812
48580293,20190521
48582779,20190706
48589093,20190603
48595817,20190803
48599181,20190702
48599832,20190709
48602932,20190611
48604482,20190709
48605535,20190630
48606345,20190601
48607369,20190601
48610162,20190601
48618169,20190501
48623061,20190601
48631190,20190607
48631646,20190622
48633433,20190701
48633841,20190701
48635834,20190603
48636117,20190606
48639023,20190706
48640138,20190801
48652332,20190711
48654883,20190716
48656315,20190815
48658540,20190715
48662927,20190731
48664921,20190703
48669985,20190704
48672139,20190601
48673977,20190706
48681842,20190804
48686323,20190531
48694048,20190601
48695139,20190801
48695219,20190622
48695326,20190526
48704850,20190818
48706394,20190714
48712010,20190612
48713648,20190609
48727918,20190801
48730786,20190807
48731206,20190701
48737930,20190617
48740860,20190710
48744803,20190705
48751452,20190613
48752817,20190604
48754900,20190604
48765960,20190803
48771034,20190801
48774122,20190801
48774286,20190525
48775313,20190601
48776266,20190703
48780312,20190714
48782219,20190701
48783660,20190601
48787587,20190612
48790777,20190727
48799999,20190813
48809678,20190801
48815009,20190529
48815709,20190707
48820078,20190701
48822010,20190709
48826329,20190503
48831255,20190701
48833963,20190526
48840332,20190630
48842662,20190701
48845680,20190518
48849287,20190801
48850995,20190714
48858804,20190710
48859253,20190713
48862991,20190501
48866232,20190601
48866232,20190601
48867671,20190612
48873576,20190816
48873580,20190713
48877810,20190601
48882317,20190710
48882346,20190809
48883254,20190619
48897706,20190622
48898301,20190728
48898421,20190714
48900785,20190527
48903034,20190710
48904605,20190801
48905176,20190615
48910665,20190512
48924022,20190713
48927341,20190707
48929838,20190803
48935414,20190610
48940269,20190722
48945043,20190803
48949794,20190801
48958125,20190629
48972852,20190606
48976874,20190624
48979320,20190528
48982126,20190721
48989901,20190628
48990897,20190701
48991780,20190811
48994611,20190703
48996023,20190701
48996275,20190511
49002169,20190701
49002300,20190809
49005791,20190628
49012633,20190601
49017804,20190705
49021660,20190701
49024345,20190708
49026223,20190701
49032739,20190601
49041404,20190727
49043897,20190702
49044992,20190614
49046436,20190801
49047373,20190601
49050618,20190805
49053986,20190617
49055151,20190613
49063603,20190707
49064028,20190706
49067669,20190507
49081319,20190729
49094165,20190722
49097627,20190708
49113334,20190801
49114384,20190601
49117559,20190504
49118132,20190801
49118412,20190726
49121257,20190525
49122025,20190719
49125263,20190601
49127357,20190702
49127945,20190806
49131729,20190622
49132315,20190613
49132424,20190520
49133162,20190519
49139462,20190617
49142889,20190524
49143215,20190704
